Manufactuer,Discription,Capacaty,RPM,Interface,Cache,Class
HGST,HGST Deskstar NAS 3.5-Inch 3TB 7200RPM SATA III 64MB Cache Internal Hard Drive Kit (0S03660) HGST Deskstar NAS 3.5-Inch 3TB 7200RPM SATA III 64MB Cache Internal Hard Drive Kit (0S03660),3000,7200,SATA 6.0Gb/s,64,
Western Digital,"Western Digital AV WD3200AVJS 320GB 7200 RPM 8MB Cache SATA2 3.5"" Desktop Hard Drive (Heavy Duty) -OEM w/ 1 Year Warranty Western Digital AV WD3200AVJS 320GB 7200 RPM 8MB Cache SATA2 3.5"" Desktop Hard Drive (Heavy Duty) -OEM w/ 1 Year Warranty",320,7200,SAS 3.0Gb/s,8,
Axiom,"Axiom AXD-PE30010D 300GB SAS 3Gb/s 3.5"" Internal Hard Drive Kit Axiom AXD-PE30010D 300GB SAS 3Gb/s 3.5"" Internal Hard Drive Kit",300,,SAS 3.0Gb/s,,
IBM,"IBM 91Y9879 - 3TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive IBM 91Y9879 - 3TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",3000,7200,SAS 6.0Gb/s,,
Hewlett-Packard,"HP 647467-001 - 1TB 3.5"" SATA 7.2K 6Gb/s Non Hot-Plug Midline Hard Drive HP 647467-001 - 1TB 3.5"" SATA 7.2K 6Gb/s Non Hot-Plug Midline Hard Drive",1024,7200,SAS 6.0Gb/s,,
Cisco Systems Inc.,"Cisco 1 TB 3.5"" Internal Hard Drive Cisco 1 TB 3.5"" Internal Hard Drive",1024,,SCSI Ultra,,
Western Digital,"Western Digital Caviar SE WD3000JD 300GB 7200 RPM 8MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive Western Digital Caviar SE WD3000JD 300GB 7200 RPM 8MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive",1500,7200,SATA 1.5Gb/s,8,Caviar Se
IBM,"IBM 00AD086 - 1.2TB 2.5"" SAS 10K 6Gb/s HS Secure Encrypted Drive IBM 00AD086 - 1.2TB 2.5"" SAS 10K 6Gb/s HS Secure Encrypted Drive",2048,10000,SAS 12.0Gb/s,,
Seagate,"Seagate ST6000NM0084 6TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" SED-FIPS Enterprise Hard Drive Bare Drive Seagate ST6000NM0084 6TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" SED-FIPS Enterprise Hard Drive Bare Drive",6000,7200,SATA 6.0Gb/s,128,Enterprise
Axiom,Axiom 42D0782-AXA 2 TB 3.5' Internal Hard Drive - OEM Axiom 42D0782-AXA 2 TB 3.5' Internal Hard Drive - OEM,2048,,,,
IBM,"IBM 81Y9727 - 500GB 2.5"" Near Line SATA 7.2K 6Gb/s HS Hard Drive IBM 81Y9727 - 500GB 2.5"" Near Line SATA 7.2K 6Gb/s HS Hard Drive",500,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-2339 - 3TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-2339 - 3TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",3000,7200,SAS 6.0Gb/s,,
Maxtor,"Maxtor Consumer Electronics QuickView 4R080L0-QV 80GB 5400 RPM 2MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive Maxtor Consumer Electronics QuickView 4R080L0-QV 80GB 5400 RPM 2MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive",80,15000,,2,
DELL,"Dell 342-4095 - 1TB 2.5"" SATA 7.2K 6Gb/s HS Hard Drive Dell 342-4095 - 1TB 2.5"" SATA 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
DELL,Dell 342-2066 450GB 15000 RPM Internal Hard Drive Dell 342-2066 450GB 15000 RPM Internal Hard Drive,450,15000,,,
Seagate,"Seagate ST4000NM0004 3.5"" 4TB SATA 6Gb/S 7.2K RPM 4kN 128MB Internal Enterprise Hard Drive Seagate ST4000NM0004 3.5"" 4TB SATA 6Gb/S 7.2K RPM 4kN 128MB Internal Enterprise Hard Drive",4000,7200,SATA 6.0Gb/s,128,Enterprise
Hewlett-Packard,HP 600 GB 3.5' Internal Hard Drive HP 600 GB 3.5' Internal Hard Drive,600,,,,
Axiom,Axiom 1 TB 3.5' Internal Hard Drive Axiom 1 TB 3.5' Internal Hard Drive,1024,,,,
HGST,Hitachi CinemaStar P7K500 HCP725050GLA380 500 GB 3.5' Internal Hard Drive Hitachi CinemaStar P7K500 HCP725050GLA380 500 GB 3.5' Internal Hard Drive,500,,,,
IBM,"IBM 45W7766 - 3TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive IBM 45W7766 - 3TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",3000,7200,SAS 6.0Gb/s,,
Axiom,"Axiom AXD-PE100072D6 1 TB 3.5"" Internal Hard Drive Axiom AXD-PE100072D6 1 TB 3.5"" Internal Hard Drive",1024,,,,
IBM,"IBM 90Y9000 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive IBM 90Y9000 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
Hewlett-Packard,"HP 632081-B21 - 1TB 2.5"" SATA 7.2K 6Gb/s Quick-Release Midline Hard Drive HP 632081-B21 - 1TB 2.5"" SATA 7.2K 6Gb/s Quick-Release Midline Hard Drive",1024,7200,SAS 6.0Gb/s,,
Hewlett-Packard,653971-001 HP 900GB 10K 6Gb/s SFF SAS SC 653971-001 HP 900GB 10K 6Gb/s SFF SAS SC,900,10000,SAS 6.0Gb/s,,
Western Digital,"Western Digital WD AV-GP WD5000AVDS 500GB 32MB Cache SATA 3.0Gb/s 3.5"" Internal AV Hard Drive Bare Drive Western Digital WD AV-GP WD5000AVDS 500GB 32MB Cache SATA 3.0Gb/s 3.5"" Internal AV Hard Drive Bare Drive",500,,SATA 3.0Gb/s,32,AV-GP
DELL,"Dell 342-1901 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-1901 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
IBM,"IBM 90Y8581 - 3TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive IBM 90Y8581 - 3TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",3000,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-3805 - 300GB 2.5"" SAS 15K 6Gb/s HS Secure Encrypted Drive Dell 342-3805 - 300GB 2.5"" SAS 15K 6Gb/s HS Secure Encrypted Drive",300,15000,SAS 12.0Gb/s,,
Hewlett-Packard,"HP 700662-B21 - 300GB 3.5"" SAS 15K 6Gb/s SC Midline Dual Port Hard Drive HP 700662-B21 - 300GB 3.5"" SAS 15K 6Gb/s SC Midline Dual Port Hard Drive",300,15000,SAS 12.0Gb/s,,
DELL,"Dell 342-4918 - 1TB 2.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-4918 - 1TB 2.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-1900 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-1900 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
Hewlett-Packard,"HP AW611A 600GB 10000 RPM SAS 6Gb/s 2.5"" Internal Hard Drive HP AW611A 600GB 10000 RPM SAS 6Gb/s 2.5"" Internal Hard Drive",600,10000,SAS 6.0Gb/s,,
DELL,"Dell 342-2038 - 600GB 3.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-2038 - 600GB 3.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
Seagate,"Seagate Barracuda 7200.10 ST380215A 80GB 7200 RPM 2MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Internal Hard Drive Bare Drive Seagate Barracuda 7200.10 ST380215A 80GB 7200 RPM 2MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Internal Hard Drive Bare Drive",80,7200,IDE Ultra ,2,Barracuda
Hewlett-Packard,"HP 637883-B21 - 300GB 2.5"" SAS 10K 6Gb/s HS Midline Dual Port Hard Drive HP 637883-B21 - 300GB 2.5"" SAS 10K 6Gb/s HS Midline Dual Port Hard Drive",300,10000,SAS 12.0Gb/s,,
DELL,"Dell 342-5743 - 500GB 2.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-5743 - 500GB 2.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",500,7200,SAS 6.0Gb/s,,
Seagate,"Seagate ST2000DX001 2 TB 3.5"" Internal Hybrid Hard Drive - SATA - 64 MB Buffer Seagate ST2000DX001 2 TB 3.5"" Internal Hybrid Hard Drive - SATA - 64 MB Buffer",2048,,,64,Hybrid Drive
Western Digital,"Western Digital Caviar WD800JD 80GB 7200RPM 8MB Cache SATA 3.0Gb/s 3.5"" Desktop Hard Drive - OEM w/ 1 Year Warranty Western Digital Caviar WD800JD 80GB 7200RPM 8MB Cache SATA 3.0Gb/s 3.5"" Desktop Hard Drive - OEM w/ 1 Year Warranty",80,7200,SATA 3.0Gb/s,8,Caviar
Western Digital,Western Digital 80GB 7200RPM 8MB CACHE IDE Bulk/OEM Hard Drive WD800JB Western Digital 80GB 7200RPM 8MB CACHE IDE Bulk/OEM Hard Drive WD800JB,80,7200,,8,
Toshiba,Toshiba MG03SCA300 - hard drive - 3 TB - SAS-2 Toshiba MG03SCA300 - hard drive - 3 TB - SAS-2,3000,,SCSI Ultra,,
Hewlett-Packard,"HP 384842-B21 72GB 10000 RPM SAS 300 2.5"" Internal Hard Drive HP 384842-B21 72GB 10000 RPM SAS 300 2.5"" Internal Hard Drive",72,10000,,,
Maxtor,"Maxtor DiamondMax Plus 9 6Y250P0 250GB 7200 RPM 8MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive Maxtor DiamondMax Plus 9 6Y250P0 250GB 7200 RPM 8MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive",250,7200,,8,
IBM,"IBM 81Y9728 - 500GB 2.5"" Near Line SATA 7.2K 6Gb/s HS Hard Drive IBM 81Y9728 - 500GB 2.5"" Near Line SATA 7.2K 6Gb/s HS Hard Drive",500,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-5753 - 300GB 2.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-5753 - 300GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",300,10000,SAS 12.0Gb/s,,
Axiom,Axiom 44W2239-AX 450 GB 3.5' Internal Hard Drive Axiom 44W2239-AX 450 GB 3.5' Internal Hard Drive,450,,,,
Cisco Systems Inc.,"Cisco A03D300GA2B Cisco - Ucs Cisco A03-D300GA2 300 Gb 2.5"" Internal Hard Drive Cisco A03D300GA2B Cisco - Ucs Cisco A03-D300GA2 300 Gb 2.5"" Internal Hard Drive",300,,SCSI Ultra,,
Axiom,"Axiom 67Y2619-AX 300GB SAS 6Gb/s 2.5"" Internal Hard Drive Kit Axiom 67Y2619-AX 300GB SAS 6Gb/s 2.5"" Internal Hard Drive Kit",300,,SAS 6.0Gb/s,,
IBM,"IBM 41Y8473 - 300GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 41Y8473 - 300GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",300,10000,SAS 12.0Gb/s,,
Axiom,Axiom AXD-PE30015F6 300 GB 3.5' Internal Hard Drive Axiom AXD-PE30015F6 300 GB 3.5' Internal Hard Drive,300,,,,
Maxtor,"Maxtor DiamondMax D540X 4G160J8 160GB 5400 RPM 2MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive Maxtor DiamondMax D540X 4G160J8 160GB 5400 RPM 2MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive",160,15000,,2,
Western Digital,Western Digital 250 GB Caviar Blue SATA 3 Gb/s 7200 RPM 16 MB Cache Bulk/OEM Desktop Hard Drive - WD2500AAKS Western Digital 250 GB Caviar Blue SATA 3 Gb/s 7200 RPM 16 MB Cache Bulk/OEM Desktop Hard Drive - WD2500AAKS,250,7200,SATA 3.0Gb/s,16,Caviar Blue
DELL,"Dell 342-3158 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-3158 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
Western Digital,"WD Caviar SE WD1600JBRTL 160GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive WD Caviar SE WD1600JBRTL 160GB 7200 RPM 8MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive",160,7200,IDE Ultra ,8,Caviar Se
Western Digital,Western Digital WD2001FASS 2 TB Caviar Black SATA 3 GB/s 7200 RPM 64 MB Cache Bulk/OEM Desktop Hard Drive Western Digital WD2001FASS 2 TB Caviar Black SATA 3 GB/s 7200 RPM 64 MB Cache Bulk/OEM Desktop Hard Drive,2048,7200,SATA 3.0Gb/s,64,Black
Hewlett-Packard,"HP 684595-001 - 2TB 3.5"" SATA 7.2K 6Gb/s Non Hot-Plug Hard Drive HP 684595-001 - 2TB 3.5"" SATA 7.2K 6Gb/s Non Hot-Plug Hard Drive",2048,7200,SAS 6.0Gb/s,,
IBM,"IBM 81Y3805 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 81Y3805 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",900,10000,SAS 12.0Gb/s,,
Western Digital,"Western Digital AV-GP 1TB IntelliPower 64MB Cache SATA2 (3.0Gb/s) 3.5"" Internal Hard Drive (For CCTV DVR) w/1 Year Warranty Western Digital AV-GP 1TB IntelliPower 64MB Cache SATA2 (3.0Gb/s) 3.5"" Internal Hard Drive (For CCTV DVR) w/1 Year Warranty",1024,IntelliPower,SATA 6.0Gb/s,64,AV-GP
DELL,"Dell 342-1903 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-1903 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
IBM,"IBM 00W1155 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive IBM 00W1155 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
IBM,"IBM 49Y1838 - 300GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 49Y1838 - 300GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",300,10000,SAS 12.0Gb/s,,
"WL 1TB 64MB Cache 5900RPM SATA III (6.0Gb/s) (Quiet & Heavy Duty) 3.5"" Internal Hard Drive (PC CCTV DVR) -w/ 1 Year Warranty","WL 1TB 64MB Cache 5900RPM SATA III (6.0Gb/s) (Quiet & Heavy Duty) 3.5"" Internal Hard Drive (PC CCTV DVR) -w/ 1 Year Warranty WL 1TB 64MB Cache 5900RPM SATA III (6.0Gb/s) (Quiet & Heavy Duty) 3.5"" Internal Hard Drive (PC CCTV DVR) -w/ 1 Year Warranty",1024,,SATA 6.0Gb/s,64,
Seagate,"Seagate Barracuda Green ST1500DL003 1.5TB 5900 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive Seagate Barracuda Green ST1500DL003 1.5TB 5900 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Bare Drive",1500,5900,SATA 6.0Gb/s,64,Barracuda Green 
Western Digital,Western Digital Caviar Green 1 TB Bulk/OEM Hard Drive 3.5 Inch 16 MB Cache 5400 RPM SATA II WD10EACS Western Digital Caviar Green 1 TB Bulk/OEM Hard Drive 3.5 Inch 16 MB Cache 5400 RPM SATA II WD10EACS,1024,15000,SATA 3.0Gb/s,16,Caviar Green
Maxtor,"Maxtor DiamondMax Plus 9 6Y200P0 200GB 7200 RPM 8MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive Maxtor DiamondMax Plus 9 6Y200P0 200GB 7200 RPM 8MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive",200,7200,,8,
Hewlett-Packard,"HP 516826-B21 450GB 15000 RPM SAS 6Gb/s 3.5"" Internal Hard Drive HP 516826-B21 450GB 15000 RPM SAS 6Gb/s 3.5"" Internal Hard Drive",450,15000,SAS 6.0Gb/s,,
Axiom,Axiom 507616-B21-AX 2 TB 3.5' Internal Hard Drive Axiom 507616-B21-AX 2 TB 3.5' Internal Hard Drive,2048,,,,
IBM,"IBM 90Y8909 - 600GB 2.5"" SAS 10K 6Gb/s HS Secure Encrypted Drive IBM 90Y8909 - 600GB 2.5"" SAS 10K 6Gb/s HS Secure Encrypted Drive",600,10000,SAS 12.0Gb/s,,
IBM,"IBM 49Y1880 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive IBM 49Y1880 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
Maxtor,"Maxtor DiamondMax 16 4A250J0 250GB 5400 RPM 2MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive Maxtor DiamondMax 16 4A250J0 250GB 5400 RPM 2MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive",250,15000,,2,
Western Digital,Western Digital 750 GB Caviar Black SATA 7200 RPM 32 MB Cache Bulk/OEM Desktop Hard Drive WD7501AALS Western Digital 750 GB Caviar Black SATA 7200 RPM 32 MB Cache Bulk/OEM Desktop Hard Drive WD7501AALS,750,7200,,,Black
Lenovo,Lenovo 67Y2617 450 GB 3.5' Internal Hard Drive Lenovo 67Y2617 450 GB 3.5' Internal Hard Drive,450,,,,
DELL,"Dell 342-3409 - 300GB 2.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-3409 - 300GB 2.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
Hewlett-Packard,"HP 657751-B21 - 1TB 3.5"" SATA 7.2K 6Gb/s HS Midline Hard Drive HP 657751-B21 - 1TB 3.5"" SATA 7.2K 6Gb/s HS Midline Hard Drive",1024,7200,SAS 6.0Gb/s,,
IBM,"IBM 81Y9656 - 900GB 2.5"" SAS 10K 6Gb/s SS Hard Drive IBM 81Y9656 - 900GB 2.5"" SAS 10K 6Gb/s SS Hard Drive",900,10000,SAS 12.0Gb/s,,
Western Digital,"Western Digital Caviar SE (WD1600AVBS) 160GB 2MB Cache 7200RPM SATA 3.5"" Desktop Hard Drive - OEM w/ 1 Year Warranty Western Digital Caviar SE (WD1600AVBS) 160GB 2MB Cache 7200RPM SATA 3.5"" Desktop Hard Drive - OEM w/ 1 Year Warranty",160,7200,,2,Caviar Se
IBM,"IBM 49Y2004 - 600GB 2.5"" SAS 10K 6Gb/s Slim-HS Hard Drive IBM 49Y2004 - 600GB 2.5"" SAS 10K 6Gb/s Slim-HS Hard Drive",600,10000,SAS 12.0Gb/s,,
Seagate,"Seagate Barracuda ST3250310AS 250GB 8MB Cache 7200RPM SATA 3.0Gb/s 3.5"" Hard Drive - OEM w/ 1-Year warranty Seagate Barracuda ST3250310AS 250GB 8MB Cache 7200RPM SATA 3.0Gb/s 3.5"" Hard Drive - OEM w/ 1-Year warranty",250,7200,SATA 3.0Gb/s,8,Barracuda
SAMSUNG,"SAMSUNG SpinPoint P Series SP2514N 250GB 7200 RPM 8MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive SAMSUNG SpinPoint P Series SP2514N 250GB 7200 RPM 8MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive",250,7200,,8,
Axiom,Axiom AXD-PE300072SD6 3 TB 3.5' Internal Hard Drive Axiom AXD-PE300072SD6 3 TB 3.5' Internal Hard Drive,3000,,,,
IBM,"IBM 81Y9600 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 81Y9600 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
IBM,"IBM 00AD104 - 600GB 2.5"" SAS 10K 6Gb/s HS Hybrid Hard Drive IBM 00AD104 - 600GB 2.5"" SAS 10K 6Gb/s HS Hybrid Hard Drive",600,10000,SAS 12.0Gb/s,,
DELL,"Dell 342-0002 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-0002 - 2TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
Western Digital,Western Digital 640 GB Caviar Black SATA 3 Gb/s 7200 RPM 32 MB Cache Bulk/OEM Desktop Hard Drive - WD6401AALS Western Digital 640 GB Caviar Black SATA 3 Gb/s 7200 RPM 32 MB Cache Bulk/OEM Desktop Hard Drive - WD6401AALS,640,7200,SATA 3.0Gb/s,,Black
Western Digital,WD AV-GP 3TB AV Video Hard Drive: 3.5 Inch SATA II 64 MB Cache - WD30EURS WD AV-GP 3TB AV Video Hard Drive: 3.5 Inch SATA II 64 MB Cache - WD30EURS,3000,,SATA 3.0Gb/s,64,AV-GP
DELL,"Dell 342-4990 - 2TB 3.5"" SATA 7.2K 3Gb/s HS Hard Drive Dell 342-4990 - 2TB 3.5"" SATA 7.2K 3Gb/s HS Hard Drive",2048,7200,SATA 3.0Gb/s,,
Hewlett-Packard,"HP 674961-001 - 2TB 3.5"" SATA 7.2K 6Gb/s Non Hot-Plug Hard Drive HP 674961-001 - 2TB 3.5"" SATA 7.2K 6Gb/s Non Hot-Plug Hard Drive",2048,7200,SAS 6.0Gb/s,,
DELL,"Dell 341-9868 - 1TB 3.5"" SATA 7.2K 3Gb/s HS Hard Drive Dell 341-9868 - 1TB 3.5"" SATA 7.2K 3Gb/s HS Hard Drive",1024,7200,SATA 3.0Gb/s,,
Hewlett-Packard,"HP 507615-B21 - 1TB 3.5"" SAS 7.2K 6Gb/s HS Midline Dual Port Hard Drive HP 507615-B21 - 1TB 3.5"" SAS 7.2K 6Gb/s HS Midline Dual Port Hard Drive",1024,7200,SAS 6.0Gb/s,,
SAMSUNG,"SAMSUNG SpinPoint P Series SP2504C 250GB 7200 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive SAMSUNG SpinPoint P Series SP2504C 250GB 7200 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",250,7200,SATA 3.0Gb/s,8,
Western Digital,Western Digital 150 GB VelociRaptor SATA 3 Gb/s 10000 RPM 16 MB Cache Bulk/OEM Enterprise Hard Drive - WD1500HLFS Western Digital 150 GB VelociRaptor SATA 3 Gb/s 10000 RPM 16 MB Cache Bulk/OEM Enterprise Hard Drive - WD1500HLFS,150,10000,SATA 3.0Gb/s,16,VelociRaptor
Axiom,Axiom 39M4530-AXA 500 GB 3.5' Internal Hard Drive - OEM Axiom 39M4530-AXA 500 GB 3.5' Internal Hard Drive - OEM,500,,,,
DELL,"Dell 342-2080 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-2080 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",600,15000,SAS 12.0Gb/s,,
IBM,"IBM 49Y1876 1TB 7200 RPM SAS 6Gb/s NL 3.5"" Internal Hard Drive IBM 49Y1876 1TB 7200 RPM SAS 6Gb/s NL 3.5"" Internal Hard Drive",1024,7200,SAS 6.0Gb/s,,
Hewlett-Packard,"HP 347708-B22 147GB 15000 RPM Ultra320 SCSI 3.5"" Hard Drive Bare Drive HP 347708-B22 147GB 15000 RPM Ultra320 SCSI 3.5"" Hard Drive Bare Drive",147,15000,SCSI Ultra,,
IBM,"IBM 81Y3812 - 300GB 2.5"" SAS 15K 6Gb/s HS Hard Drive IBM 81Y3812 - 300GB 2.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
SAMSUNG,"SAMSUNG SpinPoint P Series SP2004C 200GB 7200 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive SAMSUNG SpinPoint P Series SP2004C 200GB 7200 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",72,7200,SATA 3.0Gb/s,8,
Axiom,"Axiom 492620-B21-AX 300GB 10000 RPM Serial Attached SCSI (SAS) 2.5"" Internal Hard Drive Axiom 492620-B21-AX 300GB 10000 RPM Serial Attached SCSI (SAS) 2.5"" Internal Hard Drive",300,10000,SCSI Ultra,,
SAMSUNG,"SAMSUNG SpinPoint P Series SP1614C 160GB 7200 RPM 8MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive SAMSUNG SpinPoint P Series SP1614C 160GB 7200 RPM 8MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive",1500,7200,SATA 1.5Gb/s,8,
Western Digital,Western Digital Caviar Black 750 GB SATA III 7200 RPM 64 MB Bulk/OEM Internal Desktop Hard Drive - WD7502AAEX Western Digital Caviar Black 750 GB SATA III 7200 RPM 64 MB Bulk/OEM Internal Desktop Hard Drive - WD7502AAEX,750,7200,SATA 6.0Gb/s,64,Black
SAMSUNG,"SAMSUNG SpinPoint P80 Series SP0842N 80GB 7200 RPM 2MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive SAMSUNG SpinPoint P80 Series SP0842N 80GB 7200 RPM 2MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive",80,7200,,2,
Western Digital,Western Digital 500 GB RE2 SATA 3 Gb/s 7200 RPM 16 MB Cache Bulk/OEM Enterprise Hard Drive - WD5001ABYS Western Digital 500 GB RE2 SATA 3 Gb/s 7200 RPM 16 MB Cache Bulk/OEM Enterprise Hard Drive - WD5001ABYS,500,7200,SATA 3.0Gb/s,16,RE2
Lenovo,Lenovo 67Y2614 1 TB 3.5' Internal Hard Drive Lenovo 67Y2614 1 TB 3.5' Internal Hard Drive,1024,,,,
Hewlett-Packard,"HP QK555AA 1TB 7200 RPM SATA 6.0Gb/s 1.0"" Height Internal Hard Drive HP QK555AA 1TB 7200 RPM SATA 6.0Gb/s 1.0"" Height Internal Hard Drive",1024,7200,SATA 6.0Gb/s,,
Seagate,2tb Sv35.5 Series Sata 7200rpm 2tb Sv35.5 Series Sata 7200rpm,2048,7200,,,SV
Hewlett-Packard,"HP VM647AA 600GB 15000 RPM 16MB Cache SAS 6Gb/s 3.5"" Internal Hard Drive HP VM647AA 600GB 15000 RPM 16MB Cache SAS 6Gb/s 3.5"" Internal Hard Drive",600,15000,SAS 6.0Gb/s,16,
Cisco Systems Inc.,"Cisco 450 GB 3.5"" Internal Hard Drive Cisco 450 GB 3.5"" Internal Hard Drive",450,,SCSI Ultra,,
Hewlett-Packard,"HP 480938-001 300GB 15000 RPM SAS 3Gb/s 3.5"" Internal Hard Drive HP 480938-001 300GB 15000 RPM SAS 3Gb/s 3.5"" Internal Hard Drive",300,15000,SAS 3.0Gb/s,,
Hewlett-Packard,"HP 293556-B21 146GB 10000 RPM Fibre Channel 3.5"" Internal Hard Drive HP 293556-B21 146GB 10000 RPM Fibre Channel 3.5"" Internal Hard Drive",146,10000,SATA 6.0Gb/s,,
